rating,aftertaste,aroma,body,flavor,coffee_origin,roast_level,roaster,roaster_location
94,8.0,9.0,9.0,9.0,"Caicedonia, Valle de Cauca Department, Colombia",Light,Bird Rock Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,"Algeciras, Huila Department, Colombia",Light,Magnolia Coffee,"Charlotte, North Carolina"
91,7.0,8.0,8.0,9.0,"Santa Maria de Dota, Tarrazu growing region, Costa Rica",Medium-Light,Tico Coffee Roasters,"Campbell, California"
92,8.0,8.0,8.0,9.0,"Jinotega Department, Nicaragua",Medium-Light,Sucré Beans,"Taipai, Taiwan"
91,7.0,8.0,8.0,9.0,"Villa Canales, Guatemala Department, Guatemala",Medium-Light,Speckled Ax,"Portland, Maine"
92,8.0,9.0,8.0,9.0,"Boquete growing region, Panama",Light,Small Eyes Cafe,"Yilan, Taiwan"
92,8.0,8.0,9.0,9.0,"Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,GK Coffee,"Yilan, Taiwan"
92,8.0,9.0,8.0,9.0,"Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,Chromatic Coffee,"San Jose, California"
92,8.0,8.0,8.0,9.0,"La Libertad, Huehuetenango Department, Guatemala",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
93,8.0,8.0,9.0,9.0,"Tojquia, Huehuetenango Department, Guatemala",Medium-Light,Wonderstate Coffee,"Viroqua, Wisconsin"
93,8.0,9.0,8.0,9.0,"Santa Barbara Department, Honduras",Medium-Light,Flower Child Coffee,"Oakland, California"
94,8.0,9.0,9.0,9.0,"La Libertad, Huehuetenango Department, Guatemala",Medium-Light,Equator Coffees,"San Rafael, California"
91,7.0,8.0,9.0,9.0,"Alishan growing region, Taiwan",Medium-Light,Grass Coffee Roaster,"Yilan, Taiwan"
93,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
93,8.0,9.0,9.0,9.0,"Alishan growing region, Taiwan",Medium,Grass Coffee Roaster,"Yilan, Taiwan"
93,8.0,9.0,8.0,9.0,"El Bálsamo Quetzaltepec growing region, El Salvador",Medium-Light,Drink Coffee Do Stuff,"Truckee, California"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, Ethiopia",Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
92,9.0,9.0,9.0,8.0,"Tolima, Colombia",Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,9.0,9.0,9.0,"Las Flores, Marcala, La Paz, Honduras",Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,9.0,8.0,9.0,Costa Rica; Honduras; Indonesia,Medium-Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,9.0,8.0,9.0,"Huila Department, Colombia",Medium-Light,Joe Bean Roasters,"Rochester, New York"
94,8.0,9.0,9.0,9.0,"Gedeo Zone, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Light,Buon Caffe,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,"Bench-Maji Zone, southern Ethiopia",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Manakhah, Sana'a, Yemen",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,9.0,9.0,"Naranjo, Alajuela Province, Costa Rica",Light,Coffee By Design,"Portland, Maine"
95,9.0,9.0,9.0,9.0,"Embu County, Eastern Province, Kenya",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Jinotega Department, Nicaragua",Medium-Light,Joe Bean Roasters,"Rochester, New York"
96,9.0,9.0,9.0,10.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,9.0,9.0,"Jinotega Department, Nicaragua",Light,Roadmap CoffeeWorks,"Lexington, Virginia"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Index Coffee Roasters,"Fairfax, Virginia"
96,9.0,9.0,9.0,10.0,"Bench-Maji Zone, southern Ethiopia",Light,Corvus Coffee,"Denver, Colorado"
93,8.0,8.0,9.0,9.0,Colombia; Guatemala; Mexico,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia"
96,9.0,9.0,9.0,10.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia"
92,8.0,8.0,9.0,9.0,Guatemala; Ethiopia; Colombia,Medium-Light,Temple Coffee,"Sacramento, California"
93,8.0,9.0,9.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Jaunt Coffee Roasters,"San Diego, California"
93,8.0,8.0,9.0,9.0,"Chimaltenango, Guatemala",Medium-Light,Temple Coffee,"Sacramento, California"
93,8.0,9.0,8.0,9.0,"Kiambu growing region, south-central Kenya",Light,Jaunt Coffee Roasters,"San Diego, California"
93,8.0,9.0,8.0,9.0,"Tolima, Colombia",Light,Jaunt Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Sidamo growing region, south-central Ethiopia",Light,Genesis Coffee Lab,"Big Lake, Alaska"
94,8.0,9.0,9.0,9.0,"Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,Jaunt Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Sidamo growing region, south-central Ethiopia",Light,Genesis Coffee Lab,"Big Lake, Alaska"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Temple Coffee,"Sacramento, California"
91,7.0,9.0,8.0,9.0,"Siltepec, Chiapas State, Mexico",Medium-Light,SkyTop Coffee,"Manlius, New York"
93,8.0,9.0,8.0,9.0,"Santander Department, Colombia",Medium-Light,SkyTop Coffee,"Manlius, New York"
93,8.0,9.0,8.0,9.0,"Quindio Department, Colombia",Medium-Light,Giv Coffee,"Canton, Connecticut"
93,8.0,9.0,9.0,9.0,"Sabanilla de Alajuela, Alajuela Province, Costa Rica",Medium-Light,Durango Coffee Company,"Durango, Colorado"
94,8.0,9.0,9.0,9.0,"Coatepec, Veracruz State, Mexico",Light,SkyTop Coffee,"Manlius, New York"
95,9.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
95,9.0,9.0,9.0,9.0,"Bombe Mountains, Sidama Region, Ethiopia",Light,Paradise Roasters,"Minnesota, Minnesota"
93,8.0,9.0,9.0,9.0,"Volcan growing region, western Panama",Light,Theory Coffee Roasters,"Redding, California"
94,8.0,9.0,9.0,9.0,"Volcan growing region, western Panama",Light,Theory Coffee Roasters,"Redding, California"
94,8.0,9.0,9.0,9.0,"Volcan growing region, western Panama",Light,Theory Coffee Roasters,"Redding, California"
93,8.0,9.0,8.0,9.0,"Tolima, Colombia",Medium-Light,Regent Coffee,"Glendale, California"
95,9.0,9.0,9.0,9.0,"Trujillo, Valle del Cauca Department, Colombia",Light,Bird Rock Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,"Piendamó, Cauca Department, Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,8.0,9.0,"Huehuetenango, Guatemala",Medium-Light,Oak & Bond Coffee Company,"Charlotte, North Carolina"
93,8.0,9.0,9.0,9.0,"Tarrazu growing region, Costa Rica",Medium-Light,Angeles Roastery,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"La Concordia, Chiapas State, Mexico",Light,Mute Roaster,"Macao, China"
93,8.0,9.0,9.0,9.0,"Tolima, Colombia",Medium-Light,Oak & Bond Coffee Company,"Charlotte, North Carolina"
94,8.0,9.0,9.0,9.0,"San Jose, Caldas, Colombia",Light,Roadmap CoffeeWorks,"Lexington, Virginia"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Angeles Roastery,"Hong Kong, China"
92,8.0,8.0,9.0,9.0,"Sul de Minas, Cerrado Mineiro, Mogiana, and Matas de Minas growing regions, Brazil",Medium-Light,BEI Coffee Roasters,"Hong Kong, China"
93,8.0,9.0,9.0,9.0,"Sul de Minas, Cerrado Mineiro, Mogiana, and Matas de Minas growing regions, Brazil",Medium-Light,BEI Coffee Roasters,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Piedra Candela, Panama",Light,BEI Coffee Roasters,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Algeciras, Huila Department, Colombia",Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
95,9.0,9.0,9.0,9.0,"Sidamo growing region, south-central Ethiopia",Light,BEI Coffee Roasters,"Hong Kong, China"
95,9.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,8.0,9.0,8.0,9.0,"Sidamo growing region, south-central Ethiopia",Light,Buon Caffe,"Taipei, Taiwan"
93,8.0,9.0,8.0,9.0,"Guji growing region, south-central Ethiopia",Medium-Light,Buon Caffe,"Taipei, Taiwan"
94,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Mostra Coffee,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Chiriqui Province, far western Panama",Medium-Light,Buon Caffe,"Taipei, Taiwan"
94,9.0,9.0,8.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Mostra Coffee,"San Diego, California"
94,9.0,9.0,8.0,9.0,"Bench-Maji Zone, Southern Ethiopia",Light,Buon Caffe,"Taipei, Taiwan"
94,8.0,9.0,9.0,9.0,"Ka'u growing region, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
91,7.0,8.0,8.0,9.0,"Bukidnon, Mindanao, Philippines",Medium,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,9.0,8.0,9.0,"Valle del Cauca Department, Colombia",Medium-Light,Small Batch Coffee,"Brighton, England"
93,8.0,9.0,9.0,9.0,"Valle del Cauca Department, Colombia",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
93,8.0,9.0,9.0,9.0,El Salvador,Medium-Light,Cafe330,"Hong Kong, China"
93,8.0,9.0,8.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Cafe330,"Hong Kona, China"
93,8.0,9.0,9.0,9.0,Brazil; Colombia,Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,8.0,9.0,8.0,9.0,"Nariño Department, southern Colombia",Medium-Light,Coffee By Design,"Portland, Maine"
93,8.0,9.0,9.0,9.0,"Yautepec, Miahuatlán, Oaxaca State, Mexico",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,"Sidamo growing region, southern Ethiopia",Light,Small Eyes Cafe,"Yilan, Taiwan"
94,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,7.0,9.0,9.0,9.0,"Aceh Province, Sumatra, Indonesia",Medium-Light,PERC Coffee Roasters,"Savannah, Georgia"
93,8.0,9.0,8.0,9.0,"Kayanza, Burundi",Medium-Light,PERC Coffee Roasters,"Savannah, Georgia"
93,8.0,9.0,9.0,9.0,Burundi,Medium-Light,Mystic Monk Coffee,"Clark, Wyoming"
94,8.0,9.0,9.0,9.0,"Sidamo growing region, Ethiopia",Light,PERC Coffee Roasters,"Savannah, Georgia"
90,7.0,8.0,9.0,9.0,Brazil; Guatemala; Colombia,Medium-Light,Honta Coffee,"Taoyuan, Taiwan"
92,8.0,9.0,8.0,9.0,Brazil; Guatemala; Tanzania; Ethiopia,Medium-Light,Honta Coffee,"Taoyuan, Taiwan"
94,8.0,9.0,9.0,9.0,"Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,Interpretation Coffee,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Cauca Department, Colombia",Light,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,9.0,8.0,9.0,Costa Rica; Colombia,Light,Kafe Coffee Roastery,"Zhubei, Taiwan"
93,8.0,9.0,8.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Light,Kafe Coffee Roastery,"Zhubei, Taiwan"
93,8.0,9.0,8.0,9.0,"Guinope, Honduras",Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,8.0,9.0,8.0,9.0,"Chaguarpamba, Loja Province, Ecuador",Medium-Light,Cafe Red Bean Shop,"Taipei, Taiwan"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Light,Desolate Cafe,"Nantou, Taiwan"
92,8.0,8.0,9.0,9.0,Ethiopia; Peru; Colombia; Honduras,Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
93,8.0,9.0,9.0,9.0,"Montecillos, Honduras",Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
92,8.0,9.0,8.0,9.0,"Kirinyaga County, south-central Kenya",Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Manchill Roasteria,"Nantou, Taiwan"
92,8.0,9.0,8.0,9.0,"Nakuru County, Kenya",Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
90,8.0,8.0,8.0,8.0,"Matagalpa Department, Nicaragua",Medium-Light,Reprise Coffee Roasters,"Lake Forest, Illinois"
93,8.0,9.0,8.0,9.0,"Sur de Huila, Huila Department, Colombia",Medium-Light,Mystic Monk Coffee,"Clark, Wyoming"
94,8.0,9.0,9.0,9.0,"Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
96,8.0,9.0,10.0,10.0,"Piendamó, Cauca Department, Colombia",Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,9.0,8.0,9.0,"Antigua, Guatemala",Medium-Light,Temple Coffee,"Sacramento, California"
92,8.0,8.0,9.0,9.0,"Corquin, Honduras",Medium-Light,Temple Coffee,"Sacramento, California"
93,8.0,9.0,8.0,9.0,"Nariño Department, southern Colombia",Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana"
94,8.0,9.0,9.0,9.0,"Valle de Cauca Department, Colombia",Light,Nostalgia Coffee Roasters,"San Diego, California"
92,8.0,9.0,8.0,9.0,"Kiambu growing region, south-central Kenya",Light,Caféine Coffee,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,"Kiambu growing region, south-central Kenya",Medium-Light,JH Roaster,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,"Sidamo growing region, south-central Ethiopia",Medium-Light,Green Stone Coffee,"Taipei, Taiwan"
92,8.0,9.0,8.0,9.0,"Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Light,Avatar Coffee Roasters,"Montclair, California"
92,8.0,8.0,9.0,9.0,"Ciudad Bolivar, Antioquia, Colombia",Light,Avatar Coffee Roasters,"Montclair, California"
93,8.0,8.0,9.0,9.0,Guatemala; Honduras; Colombia,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Arbegona, Sidamo growing region, south-central Ethiopia",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
92,8.0,8.0,9.0,8.0,Guatemala; Brazil; Colombia; Ethiopia,Medium-Light,MoonMoon Coffee,"New Taipei City, Taiwan"
94,8.0,9.0,9.0,9.0,"Gedeo Zone, SNNPR, southern Ethiopia",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Acatenango, Chimaltenango, Guatemala",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Cañas Verdes, Boquete growing region, western Panama",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
96,9.0,9.0,9.0,9.0,"Apaneca-Ilamatepec, El Salvador",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
96,9.0,9.0,9.0,10.0,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i"
93,8.0,9.0,9.0,9.0,"Agua Dulce, Cuilco, Huehuetenango, Guatemala",Medium-Light,Northbound Coffee Roasters,"Mount Shasta, California"
94,8.0,9.0,9.0,9.0,"Quindio Department, Colombia",Light,Press Coffee,"Phoenix, Arizona"
94,8.0,9.0,9.0,9.0,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Light,Northbound Coffee Roasters,"Mount Shasta, California"
94,8.0,9.0,9.0,9.0,"Tarrazu growing region, Costa Rica",Light,Press Coffee ,"Phoenix, Arizona"
92,8.0,8.0,9.0,9.0,"Atok Benguet, northern Philippines",Medium-Light,Mostra Coffee,"San Diego, California"
93,8.0,9.0,8.0,9.0,"Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium-Light,GK Coffee,"Yilan, Taiwan"
94,8.0,9.0,9.0,9.0,"Pitalito Municipality, Huila Department, Colombia",Light,Equator Coffees,"San Rafael, California"
94,8.0,9.0,9.0,9.0,"Santa Barbara Department, Honduras",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,9.0,9.0,"Matagalpa, Nicaragua",Medium-Light,Peach Coffee Roasters,"St. Johns, Georgia"
93,8.0,9.0,8.0,9.0,"Minas Gerais State, Brazil",Medium-Light,Spix's Cafe,"Taipei, Taiwan"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,Cozy House Coffee,"Taipei City, Taiwan"
93,8.0,9.0,8.0,9.0,"Nyakibanda, Huye, Rwanda",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,7.0,9.0,9.0,9.0,Kenya,Medium-Dark,Peet's Coffee,"Berkeley, California"
93,8.0,9.0,9.0,9.0,Honduras,Medium-Light,David's Nose,"Taipei, Taiwan"
95,9.0,9.0,9.0,9.0,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
93,8.0,9.0,9.0,9.0,"Aceh Province, Sumatra, Indonesia",Medium-Light,Satur Specialty Coffee,"Tainan City, Taiwan"
93,8.0,9.0,8.0,9.0,Colombia; Ethiopia,Medium-Light,Succulent Coffee Roasters,"Newport Beach, California"
95,9.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
92,7.0,9.0,8.0,9.0,Not disclosed,Medium,Metropolis Coffee,"Chicago, Illinois"
95,9.0,9.0,9.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
96,9.0,9.0,9.0,10.0,"Boquete growing region, western Panama",Medium-Light,Difference Coffee,"London, England"
94,8.0,9.0,9.0,9.0,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i"
92,7.0,9.0,8.0,9.0,"Guji Zone, southern Ethiopia",Medium-Light,Jaunt Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,"Chiriqui Province, far western Panama",Medium-Light,Plat Coffee Roastery,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Palestina, Huila, Colombia",Medium-Light,Plat Coffee Roastery,"Hong Kong, China"
93,8.0,9.0,8.0,9.0,"Benguet, Philippines",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
94,8.0,9.0,9.0,9.0,"Jurutungo, Renacimiento, Panama",Light,Kakalove Cafe,"Chiya-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Potrerillo Arriba, Boquete, Panama",Medium-Light,Kakalove Cafe,"Chiya-Yi, Taiwan"
96,9.0,9.0,9.0,10.0,"Tierras Altas, Chiriquí Province, Panama",Medium-Light,Kakalove Cafe,"Chiya-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Cañas Verdes, Boquete growing region, Panama",Medium-Light,Willoughby's Coffee & Tea,Branford Connecticut
94,8.0,9.0,9.0,9.0,"Sidama Region, Ethiopia",Light,Kakalove Cafe,"Chiya-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,Colombia; Guatemala; Costa Rica; Ethiopia,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
96,9.0,9.0,9.0,10.0,"Bona Zuria, Sidama Region, Ethiopia",Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
95,9.0,9.0,9.0,9.0,"Poás Volcano region, Alajuela Province, Costa Rica",Medium-Light,PT’s Coffee Roasting Co.,"Topeka, Kansas"
94,9.0,9.0,9.0,9.0,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawai’i"
94,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Light,modcup coffee,"Jersey City, New Jersey"
94,8.0,9.0,9.0,9.0,"Bench-Maji Zone, Southern Ethiopia",Light,VERYTIME,"Taoyuan, Taiwan"
93,8.0,9.0,9.0,9.0,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,States Coffee,"Martinez, California"
94,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,States Coffee,"Martinez, California"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,States Coffee,"Martinez, California"
93,8.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Collage Coffee,"Grove City, Pennsylvania"
89,7.0,8.0,8.0,9.0,"Antigua, Guatemala",Medium,El Gran Cafe,"Antigua, Guatemala"
88,7.0,8.0,7.0,8.0,"Antigua, Guatemala",Light,El Gran Cafe,"Antigua, Guatemala"
92,8.0,8.0,8.0,9.0,"Antigua, Guatemala",Medium-Light,El Gran Cafe,"Antigua, Guatemala"
90,8.0,8.0,8.0,8.0,"Antigua, Guatemala",Light,El Gran Cafe,"Antigua, Guatemala"
92,7.0,9.0,8.0,9.0,Not disclosed,Medium,Luv Moshi,"Tainan City, Taiwan"
88,7.0,8.0,8.0,8.0,"Antigua, Guatemala",Medium,El Gran Cafe,"Antigua, Guatemala"
87,7.0,8.0,7.0,8.0,"Antigua, Guatemala",Light,El Gran Cafe,"Antigua, Guatemala"
87,7.0,8.0,7.0,8.0,"El Progresso Department, Guatemala",Light,El Gran Cafe,"Antigua, Guatemala"
92,8.0,9.0,8.0,9.0,"Antigua, Guatemala",Medium-Light,El Gran Cafe,"Antigua, Guatemala"
93,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Luv Moshi,"Tainan City, Taiwan"
90,8.0,8.0,8.0,8.0,"Cobán, Alta Verapaz Department, Guatemala",Light,El Gran Cafe,"Antigua, Guatemala"
90,8.0,8.0,8.0,8.0,"Huehuetenango Department, Guatemala",Medium-Light,El Gran Cafe,"Antigua, Guatemala"
91,8.0,8.0,8.0,8.0,"Alotenango, Antigua, Guatemala",Medium-Light,El Gran Cafe,"Antigua, Guatemala"
90,7.0,8.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Light,Mute Roaster,"Macao, China"
94,8.0,9.0,9.0,9.0,Kenya,Medium-Light,Evie’s Cafe,"Chia-Yi City, Taiwan"
93,8.0,9.0,9.0,9.0,"Tarrazu, Costa Rica",Medium-Light,Revel Coffee,"Billings, Montana"
94,8.0,9.0,9.0,9.0,"Acatenango, Guatemala",Light,Jaunt Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,"Palencia, Guatemala",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
93,8.0,9.0,9.0,9.0,"Al Mashtal ul Burhani, Yemen",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,"Boquete growing region, Panama",Light,Paradise Roasters,"Minneapolis, Minnesota"
95,9.0,9.0,9.0,9.0,"Trujillo, Valle del Cauca, Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,8.0,9.0,9.0,"Central Valley, Costa Rica",Medium-Light,LECO Coffee,"Kaohsiung, Taiwan"
92,8.0,9.0,8.0,8.0,Guatemala; Ethiopia,Medium-Light,LECO Coffee,"Kaohsiung, Taiwan"
88,7.0,8.0,8.0,8.0,Huila Colombia,Medium-Light,Old World Coffee Lab,"Reno, Nevada"
92,8.0,9.0,8.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Old World Coffee Lab,"Reno, Nevada"
93,8.0,9.0,9.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Old World Coffee Lab,"Reno, Nevada"
94,8.0,9.0,9.0,9.0,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,9.0,8.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Old World Coffee Lab,"Reno, Nevada"
93,8.0,9.0,9.0,9.0,"Nyeri County, Kenya",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Kona, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
96,10.0,9.0,9.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium,Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan"
87,7.0,8.0,7.0,8.0,Not disclosed,Medium,Metropolis Coffee,"Chicago, Illinois"
86,7.0,7.0,7.0,8.0,Not disclosed,Medium-Light,Metropolis Coffee,"Chicago, Illinois"
86,7.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Metropolis Coffee,"Chicago, Illinois"
88,7.0,8.0,8.0,8.0,Not disclosed,Medium,Metropolis Coffee,"Chicago, Illinois"
93,8.0,9.0,8.0,9.0,"Guji Zone, Oromia region, southern Ethiopia",Medium-Light,GK Coffee,"Yilan, Taiwan"
95,9.0,9.0,9.0,9.0,"Sidama growing region, southern Ethiopia",Medium-Light,GK Coffee,"Yilan, Taiwan"
90,7.0,9.0,8.0,8.0,Not disclosed,Medium-Light,Metropolis Coffee,"Chicago, Illinois"
92,8.0,8.0,8.0,9.0,Ethiopia; Colombia; Honduras,Medium-Light,Warm Air Kafe,"Taoyuan City, Taiwan"
93,8.0,9.0,9.0,8.0,Brazil; Costa Rica; Guatemala; Ethiopia,Medium-Light,Warm Air Kafe,"Taoyuan City, Taiwan"
94,8.0,9.0,9.0,9.0,Ethiopia; Costa Rica,Medium-Light,Warm Air Kafe,"Taoyuan City, Taiwan"
92,8.0,9.0,9.0,9.0,"Tarrazu, Costa Rica",Medium-Light,Folklore Coffee,"Conrad, Montana"
92,8.0,9.0,8.0,9.0,Ethiopia; Guatemala; Brazil,Medium-Light,Doho Coffee Roasters,"Caotun, Nantou, Taiwan"
92,8.0,9.0,8.0,9.0,"Guji Zone, Oromia region, southern Ethiopia",Medium-Light,Corvus Coffee Roasters,"Denver, Colorado"
94,8.0,9.0,9.0,9.0,"Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,modcup coffee,"Jersey City, New Jersey"
